Customer_ID,Purchase_Amount,Product_Category,Shipping_Method,Delivery_Time_Days,Customer_Review_Score,Product_Size,Discount_Applied,Order_Date,Return_Status
187b2d2f-9f07-406c-81ed-9c1de1539f2f,29.95,Clothing,Overnight,2,4.3,Medium,0,2024-10-16,0
cd1e217b-a718-4447-a795-0e6a0efd1483,108.63,Sports,Overnight,5,4.6,Medium,0,2025-03-20,1
259b9985-4bc2-4866-9092-47c63bf94ff3,37.35,Electronics,Standard,10,4.5,Medium,0,2025-05-12,0
4938dfb1-4418-4a64-926b-f54d2387e8e7,73.41,Beauty,Two-Day,2,3.7,Medium,0,2024-12-12,0
b55a8a12-1819-4e58-87ee-e04123451d9f,79.12,Clothing,Standard,4,3.8,Large,1,2024-09-10,0
becea2e3-ebed-4164-895e-1cf4b6238bb5,20.44,Sports,Standard,6,3.3,Small,1,2025-05-30,0
2bd52c8b-9926-4895-80ab-5954653168d4,349.28,Home,Overnight,7,4.2,Medium,0,2024-08-05,0
90fe6ba4-add2-4239-b01b-a87bcd2c264c,149.22,Clothing,Overnight,7,5,Medium,0,2024-07-27,0
8f5ba0e5-9ed1-45bb-84a7-4893839eaa22,280.51,Beauty,Express,3,2.7,Medium,0,2024-11-04,0
acdc5475-db3e-499a-a2be-66d032960817,225.22,Electronics,Two-Day,6,5,Medium,0,2024-07-21,0
ae89938c-3eaa-4786-a24a-d46a8ecc5800,91.11,Clothing,Two-Day,9,3.5,Small,0,2025-02-24,0
786af907-7e6a-4879-8bf4-51121ae73032,254.94,Clothing,Overnight,6,5,Large,1,2024-08-02,0
643c5da6-62b7-41b3-b9dd-4ec02c3da8b8,9.27,Sports,Overnight,8,4.4,Small,1,2025-02-26,0
ccd479f2-187d-4841-8fb9-1ae3c9bed5d5,21.81,Home,Overnight,7,3.4,Medium,1,2025-03-12,0
a69df6c8-deb1-496e-a4a7-6e80e95297af,4.63,Home,Two-Day,4,3.8,Medium,1,2025-04-29,0
856947a5-9d0a-434b-9136-9039a40a7ca2,39.35,Electronics,Express,3,4.7,Small,0,2024-12-29,0
15121e3c-5b58-4fce-a16b-7137ff02222b,49.21,Beauty,Two-Day,10,5,Large,0,2024-06-11,0
4561155b-0cdc-4a2b-8368-6bd7711eaa40,31.66,Electronics,Overnight,4,4.8,Large,0,2024-06-11,0
e161473d-a711-4876-a347-69e223f61ed7,176.46,Clothing,Overnight,3,3.6,Large,1,2025-03-23,0
ff20812f-b83f-46f0-adf3-04d4439bc834,44.12,Clothing,Express,10,4.5,Large,0,2024-08-03,0
9d644b9a-baad-42ca-9e52-91936e27793b,32.98,Home,Standard,12,5,Small,0,2024-11-06,1
1a85a41d-50a6-41cb-83ff-d28145079759,78.24,Beauty,Standard,2,4.5,Small,0,2024-10-10,1
ee15944a-da58-46ed-93fa-35f5fe4e2e22,15.19,Sports,Two-Day,3,3.9,Large,0,2024-10-23,0
ec9066c2-602e-42a8-8494-291534a41245,162.05,Beauty,Standard,2,2.6,Small,0,2025-04-05,1
ca348ecf-0585-4dc6-8841-79895dc0f7e8,7.75,Clothing,Standard,8,5,Small,1,2025-03-12,0
e4d368f4-4fab-4641-aee2-6f27bf7cb62d,433.41,Sports,Two-Day,3,3.9,Medium,0,2025-03-12,1
3380dce5-c124-44b3-be06-38ce382f3188,147.95,Beauty,Overnight,7,3.3,Small,0,2025-01-13,1
5585219a-a2be-45bf-88df-4f42512dd520,22.15,Beauty,Standard,5,4.7,Small,1,2025-04-24,0
ddb006d6-48d3-4fcf-8585-303b6abc3b36,0.55,Sports,Overnight,6,4.8,Large,0,2025-02-07,0
79a29c4e-0039-4ef9-bc30-63704819aa1c,168.99,Clothing,Two-Day,2,3.1,Small,1,2025-03-07,0
3a80f341-0c1e-4505-8a63-b00973c99491,122.71,Beauty,Overnight,4,3.2,Large,0,2025-05-26,0
e5ff3ab7-a8d5-47d1-ba7e-b027586065db,130.57,Sports,Overnight,9,4.6,Medium,1,2024-12-11,0
61bfda8a-1c35-4637-9876-8dc6957b82d5,147.52,Clothing,Two-Day,7,5,Medium,1,2024-11-10,1
c80f432d-22c2-4f0e-96df-822e5481ee48,7.69,Sports,Overnight,4,3.7,Small,1,2024-11-24,1
69d01802-8fc8-4aa6-8bc0-7bf6ebefd1b0,44.39,Sports,Standard,3,3.8,Small,0,2024-10-17,1
2a993e5a-e70c-4fe5-ba2d-f788bff01ac5,12.32,Beauty,Standard,1,3.3,Large,0,2025-06-01,0
c71fc21a-01f8-4d11-a3a2-402177b3926d,198.85,Clothing,Standard,5,5,Medium,0,2024-12-30,0
4f803f61-2d48-4389-8ec5-7e808dba1f58,97.63,Beauty,Standard,2,4.7,Large,1,2024-10-25,0
65110ae0-0e89-4a6a-a4cc-2e9b7c9af500,40.18,Electronics,Overnight,7,2.9,Small,0,2025-03-09,0
05ed3fca-5713-4d67-a2de-fa10e40df3b1,6.57,Electronics,Standard,6,5,Medium,0,2024-10-09,0
6b6b379e-4575-4fdb-b48b-16b97b27ece8,37.25,Clothing,Overnight,4,5,Small,1,2024-11-17,0
32a865bc-9141-40aa-9a44-642b2d5c0ca8,39.33,Sports,Express,6,2.2,Medium,0,2025-05-07,0
4cc08311-52c6-4e8b-92d8-32a6b1624168,130.79,Beauty,Overnight,4,4.3,Large,1,2024-09-09,0
e07b9a17-88b8-4ecd-b4fe-12705b27a041,101.49,Beauty,Standard,4,2.5,Small,0,2024-07-24,0
a3fb5139-ac12-4f1e-8e48-3e3728a2d931,218.23,Clothing,Express,5,3.7,Small,0,2024-12-21,0
36fb0fd6-11cc-4bf9-880f-92459f550590,63.91,Clothing,Two-Day,4,2.5,Medium,0,2024-11-29,0
184b3b22-72a4-41e9-921b-c553b6c088ec,12.74,Electronics,Overnight,6,5,Large,1,2024-07-22,0
f10d83ae-9739-4f13-acdb-5719c0468d28,124.91,Home,Standard,9,3.6,Medium,0,2024-12-05,0
3dbfc087-a3c9-407e-93f9-9f3b2bda3550,143.04,Clothing,Standard,4,5,Medium,0,2024-11-29,0
0830a7e4-a791-420d-a459-47fad5568269,82.39,Home,Standard,3,4.2,Medium,1,2025-04-06,1
e762173a-b63e-43f0-82f1-84bbb6a3a136,147.39,Clothing,Two-Day,6,5,Small,0,2024-09-22,0
4c51610c-fca3-4307-a7ed-017ce39da49d,68.08,Sports,Express,5,2.8,Large,0,2025-04-24,0
e933064e-2c74-4cd9-82ec-02f271a3cba7,73.97,Sports,Express,6,1.8,Large,0,2024-09-13,0
c185056c-2b0a-488a-a6f9-7c1803d24cc7,55.78,Electronics,Standard,2,3.4,Large,1,2025-04-15,0
cd4c8596-e3ac-4aaa-b88b-88cecfd1348c,2.57,Electronics,Overnight,3,3.6,Medium,0,2024-07-14,0
697626a0-6189-4c0e-92ed-b48e44279f28,11.42,Home,Standard,1,2.4,Large,0,2025-02-17,0
62f572ab-e313-491d-97c5-3b4875d5e72c,3.19,Clothing,Standard,5,4.4,Large,0,2025-02-22,0
d43a1332-c6d4-4a70-8d25-96ff10bbf7ba,101.17,Beauty,Overnight,7,4.4,Small,0,2024-06-25,0
7714cfbc-c156-4f8d-b28f-e565a42dccbe,37.74,Electronics,Standard,3,5,Small,0,2024-06-04,1
baacdb98-d9e3-4c01-acd1-75a8ef5915e8,71.04,Beauty,Two-Day,3,5,Small,1,2024-10-09,0
7fb60a0f-bf9e-4c26-9ac7-5166b9e17899,238.13,Beauty,Standard,8,3.5,Medium,0,2024-08-22,0
05a00e6a-ede7-4d5f-a3c8-fcda6d5aa10e,28.67,Clothing,Two-Day,3,2.8,Small,0,2025-05-30,0
63279f63-2879-41c6-b7da-bffe9fe1449e,52.83,Home,Standard,1,2.3,Large,0,2025-01-22,0
bb36d9a9-988f-45ee-afe7-54e6408db20a,140.87,Clothing,Express,5,3.8,Small,1,2024-09-09,0
37e6e888-71fe-443c-b77d-e43398013a06,25.98,Electronics,Overnight,12,3.8,Medium,0,2025-04-07,0
24ffd97a-a6ce-41ca-928e-0342030e428b,8.01,Beauty,Express,4,4.4,Small,1,2024-08-08,1
ec36fa3d-b3cb-4675-9ebe-7993407e6abd,34.21,Clothing,Standard,6,2.4,Large,0,2024-09-18,0
c05ab7f1-1bfd-4243-a5f7-3a8d96d1edce,17.58,Clothing,Standard,3,4.1,Small,0,2024-10-03,0
7cc43b1f-1e2e-4337-93fd-b5a6dc5b459c,265.5,Clothing,Two-Day,6,4.5,Small,0,2024-07-24,0
c0c678fd-4aef-4920-99bf-b28095a13384,165.09,Electronics,Standard,8,3.4,Small,0,2025-01-02,0
952c522f-78a5-4f94-b067-43c82a7c8862,100.35,Home,Standard,7,4.6,Medium,0,2025-01-06,0
d12cfe9a-f5ca-4fa1-b8ba-9fcff3272b25,205.15,Clothing,Standard,5,3.8,Medium,0,2025-05-15,0
0cc249d2-d6a3-4da1-a879-5a47b56c3c20,162.8,Electronics,Express,3,5,Medium,1,2024-10-22,0
faee1e92-b896-4e01-8e35-5fa434229359,20.65,Beauty,Two-Day,5,5,Medium,0,2025-05-30,0
91f22247-7ca5-4efe-b213-ce63c712e1d1,223.08,Sports,Express,11,4,Medium,0,2024-07-04,1
65756ac4-0315-47bb-bdaf-153af7e3e9b9,77.51,Electronics,Two-Day,3,4.9,Small,0,2025-02-20,0
4fda6cae-ac2f-42b2-900a-2ed4e7a43331,164.73,Sports,Express,16,2.6,Small,0,2024-09-16,0
3594cc7c-70a7-4353-9fde-568b1650f791,226.42,Clothing,Standard,5,3.5,Medium,0,2024-06-17,0
27511e81-c32b-4fee-a89a-571513793eaa,38.27,Clothing,Express,0,4.4,Medium,0,2025-01-26,0
e39fd6fe-fdde-4629-991a-8e08f52c92a8,11.66,Electronics,Express,5,3.6,Small,0,2025-05-14,0
96ef7564-ac68-4b47-ad28-55f1c1fc0949,25.87,Sports,Two-Day,5,3.7,Large,0,2024-12-03,0
288a60f9-8fd9-4472-9ab8-0066ce1da8dd,55.71,Clothing,Two-Day,3,3,Small,1,2025-05-05,0
d6adb5cf-732b-457d-9a71-5861c0b76e51,170.38,Beauty,Express,1,5,Medium,0,2024-10-03,0
bf993616-bcf4-48fd-bca0-c559f8826108,197.13,Home,Two-Day,4,3,Small,0,2025-01-10,0
3b5f3162-e9d4-4aa8-8a13-b79c26627c34,0.7,Home,Two-Day,5,4.8,Medium,1,2024-11-30,0
8e7f10e0-eb73-4316-bccd-2cf08c71ab56,71.49,Clothing,Two-Day,2,3.5,Small,0,2024-10-02,0
4a350b04-8fa7-4eb7-a464-183124fa4169,54.03,Sports,Overnight,4,4.6,Small,0,2025-04-22,0
bfeec1e8-f9e1-46be-99f7-9f8cd8c0b5c9,25.12,Clothing,Two-Day,7,3.4,Small,0,2024-08-22,1
356215d1-51a6-4cd8-ba8d-7c6abc8228ee,12.77,Sports,Overnight,4,3.6,Large,0,2025-02-03,0
10aa509c-049a-4cd3-9a42-ba66443336bc,41.19,Beauty,Overnight,6,4.4,Small,0,2025-05-12,0
91671525-2de1-4601-8e0a-3ec809637bc8,286.31,Sports,Two-Day,6,4.6,Small,0,2025-02-16,1
5dd603c3-4d47-4d85-b57d-4670aaba3d8f,39.04,Clothing,Express,7,4.9,Large,0,2024-07-09,0
ea80b54f-0079-4446-a2d8-62e269e6dcd2,73.15,Beauty,Two-Day,8,4,Small,0,2024-07-02,0
6df8c058-fa2f-4f74-bc98-37a64d182c32,121.41,Electronics,Standard,4,5,Large,1,2024-09-01,0
42c6a733-780c-4d8c-aa1b-9c22fb462413,45.2,Home,Express,6,4.2,Large,0,2025-03-14,0
0a1f656f-69cb-4bc6-b80c-16ebb410df84,356.78,Clothing,Overnight,5,3.8,Large,1,2024-06-22,0
be193ac4-ed92-4be5-8672-24c3baf7f973,328.2,Clothing,Overnight,6,4.8,Small,1,2024-12-20,0
316748db-ae9c-46e8-99fc-790e0650a163,29.01,Clothing,Express,4,4.1,Medium,0,2025-03-12,0
baffe8fb-34fd-4cdd-8f26-62dbe7eeef8e,68.77,Beauty,Express,2,4.2,Small,0,2024-12-14,0
cb71ff66-6850-4ad7-b185-c5eba0045ca9,35.79,Electronics,Two-Day,2,3,Medium,0,2024-08-27,0
362f1f31-09c6-4e4a-89ee-508c68b9d789,33.52,Sports,Overnight,10,3.4,Medium,0,2024-09-07,0
035e86b5-0485-4e00-875d-31890178e44a,3.76,Electronics,Standard,2,4.4,Large,0,2025-05-05,0
38185fb4-615d-4807-91f5-0f8b92723a99,94.05,Beauty,Two-Day,4,3.1,Large,0,2025-02-11,0
942033f8-bff0-4663-bee7-3691f3627b46,69.85,Clothing,Express,8,4,Large,0,2025-01-26,0
a84d7b5f-2491-497d-9202-e0c077a408f1,5.29,Home,Overnight,3,2.1,Large,0,2024-08-22,0
e8bb0099-974f-44ce-a5ac-b466ffb70d65,32.66,Clothing,Express,12,5,Small,1,2025-03-06,0
f879c896-4bf0-45f1-89c0-382b877887e5,238.89,Sports,Express,2,4.7,Small,0,2024-11-28,0
f4397cfa-51d1-48b9-b5e0-ecb001744fad,27.39,Home,Express,3,3.6,Medium,0,2024-08-16,0
3fc5b0fe-52e8-4cd5-b0d6-b4622d4de990,15.65,Clothing,Two-Day,7,5,Small,0,2024-08-17,0
b6d9ab2f-7d63-4cf2-a5f5-ddab5fa9572b,67.23,Home,Standard,3,3.1,Small,0,2025-01-25,1
8cff2415-e29d-4071-8a0c-34fe98c47108,424.4,Electronics,Standard,6,3.4,Medium,0,2025-02-22,0
4ae1dcf0-7c4f-455a-b84f-fa5e19ca7c7c,27.71,Beauty,Overnight,4,4.5,Small,1,2025-03-07,1
5c3fbf4c-9aa0-4a08-b1e4-2b30e46af4f4,111.52,Clothing,Express,4,4.9,Small,0,2025-04-10,0
3f261476-ad38-495f-8b3c-55466dbbff78,143.39,Sports,Standard,0,3.4,Large,0,2024-06-11,0
6f82942e-4baa-4537-96d6-a862a95b9c37,27.13,Electronics,Express,9,4.5,Large,0,2024-11-29,0
7e313dc3-7d73-48f7-8d53-23f3e61aac42,130.27,Clothing,Overnight,5,4.3,Medium,1,2024-07-02,0
3835c8d6-2098-466e-be9b-f461bd990538,45.85,Electronics,Express,1,4,Large,1,2025-05-19,0
6d05e258-15f6-4dcf-9e86-5d106e8077ad,100.05,Sports,Standard,5,3.5,Small,1,2024-12-11,0
3bef6d96-19f6-46f9-b709-e93311f964de,100.38,Clothing,Express,3,4.8,Large,1,2025-03-21,1
f098bfe0-a764-48b3-8c5c-46a23e103c20,76.74,Sports,Standard,3,2,Large,0,2025-05-03,0
053b7a20-c248-42fe-a12c-c078608b7481,9.46,Home,Overnight,7,4.1,Medium,1,2024-07-18,0
f81ede2e-fbc6-4208-bce3-5519cef4a564,180.36,Sports,Express,9,3.3,Small,0,2024-08-04,0
c6fe815a-5766-49a6-9a61-c8f70734a845,38.68,Home,Standard,5,3.9,Medium,0,2024-11-08,0
0a36c12d-df31-48d7-aa41-9aedf24fcb02,20.64,Clothing,Overnight,5,3.3,Small,0,2024-08-12,1
8133e076-54d8-4fc5-8a70-7f1f70987056,4.16,Home,Express,4,2.8,Small,0,2024-07-23,0
53114b48-3e97-4f77-8bc1-73fc91c1a525,89.38,Clothing,Overnight,2,3.4,Small,1,2024-09-10,0
b41e6191-ca47-458a-8dae-508c18698984,113.19,Clothing,Standard,6,3.4,Large,0,2025-01-30,0
749a0112-3069-4431-a589-11da60e8bf75,1.67,Beauty,Express,8,3.8,Medium,1,2025-05-02,0
1fd16c5c-0f31-45b7-b6b1-f198ac06bf5c,71.76,Clothing,Express,6,4,Small,1,2024-08-22,0
44cf573b-2584-4e2d-a7fe-d53ef6508cae,25.68,Home,Express,4,4.6,Large,1,2025-05-02,0
128f341d-ceb6-42c2-a65f-ea3e8576b9d0,103.61,Beauty,Overnight,7,5,Medium,0,2024-11-05,0
3fab91fb-51fd-4952-ba33-2484aa1e173b,19.16,Beauty,Overnight,7,4.1,Large,0,2025-05-13,0
ee34276b-db9d-448b-8bc8-4c150bcf24da,117.42,Clothing,Standard,5,3,Large,1,2025-04-21,0
6e30006d-8b23-4075-92a7-186950498cb4,48.9,Sports,Two-Day,6,4.8,Small,0,2025-03-25,0
141bde3b-7b62-411b-886a-396189d93c30,276.03,Sports,Express,5,4.3,Medium,1,2024-12-17,0
02e823b1-c6b1-4d9e-ab42-4e7ce57e98bb,14.79,Beauty,Express,5,3,Large,1,2024-10-11,0
78976f90-4aa3-466a-8044-b387b737b3f2,41.71,Clothing,Standard,8,4.1,Large,0,2024-09-06,0
6772c237-a8e4-4707-86a4-59f1c2e5ace1,12.04,Sports,Express,7,4.7,Large,0,2024-07-02,0
21eded05-49e3-4ef5-a493-3e486ad92077,258.62,Clothing,Overnight,4,3.2,Large,0,2024-11-26,0
95ee2726-d764-4eaa-a8fc-ac48024004e9,209.83,Clothing,Overnight,3,3.4,Small,1,2024-08-04,0
875ec631-8466-4e20-8e8e-ffd746648ed1,29.83,Beauty,Express,6,4.1,Small,0,2025-04-16,0
b5320229-0052-45de-826d-ddea16a9b574,107.88,Beauty,Express,4,3.7,Medium,0,2025-04-10,0
e689cac2-2fcd-4de9-baa9-d2b62a6dc772,169.95,Electronics,Overnight,8,2.5,Large,0,2024-07-16,0
e9268e6a-f037-4197-a956-fd797e4a6d9b,81.01,Sports,Express,4,5,Small,0,2024-06-18,0
21556969-1a93-4ca9-8251-a0dd36cfd062,75.43,Sports,Overnight,4,3.4,Medium,0,2025-03-25,0
8baafe4e-7d77-4d4a-8aa7-5c1122a91a2d,27.69,Sports,Two-Day,12,3.3,Medium,0,2024-09-26,0
3418ec57-3973-497a-a855-4117e0949b17,9.77,Home,Two-Day,3,3.6,Small,0,2024-06-10,0
403f325f-23d6-4e01-9fed-46f775289b3b,227.51,Clothing,Express,4,3.9,Small,0,2025-02-02,0
25ed725a-c615-45e6-b8e3-3fe9a6879034,230.68,Beauty,Express,4,4.3,Large,0,2024-07-01,0
75944e57-20d3-41e3-a4b6-d5c8bec69352,100.27,Sports,Express,4,2.9,Small,1,2024-07-05,0
2d4a58d9-df18-4953-a888-4b9157e9c3aa,41.4,Electronics,Overnight,3,5,Small,1,2024-10-29,0
8cfb6758-6e6d-4093-9b81-0fdf5b853978,42.96,Sports,Two-Day,3,2.6,Small,1,2024-07-26,0
8cf3fcd1-cb73-475f-affa-786f2929f96c,129.45,Clothing,Two-Day,6,3.5,Medium,0,2024-11-27,0
eae55bd6-5d9a-4859-89a1-29adc5609a60,227.41,Clothing,Standard,6,4.8,Small,0,2024-07-08,0
c5950f02-bdbf-4a38-b612-5037bcd4019a,218.11,Beauty,Standard,5,4.7,Medium,0,2024-10-11,0
a551f281-5494-4e24-9c93-7eb7c116018f,151.36,Home,Express,6,1.2,Medium,1,2024-10-29,0
2555d725-c24d-41b8-9152-0e018110067d,102.73,Beauty,Overnight,4,3.9,Small,0,2024-07-25,1
3f852a33-102d-42af-93d7-3b07004da8e3,8.79,Sports,Express,6,4,Medium,0,2024-08-21,0
1e40e816-cb5b-4405-980c-5ca0356ba93c,17.63,Electronics,Two-Day,5,4.2,Large,1,2025-05-23,0
e21e7177-884c-4dd7-8e94-438d7e826434,228.82,Beauty,Express,4,3.4,Large,0,2024-08-02,0
9f9f19e8-c6bb-40b5-9314-41bc0bd42780,93.25,Home,Express,3,3.7,Medium,0,2024-09-27,0
5a942da8-4b84-4105-aa18-a2d0504ff7c2,0.92,Beauty,Two-Day,3,4.5,Small,0,2024-12-23,0
7a2006b9-9383-45a1-8a63-19ebe3b1b197,10.7,Clothing,Two-Day,5,4.7,Small,0,2024-06-16,1
24afc7b0-c5f8-44fb-8f25-b46b68e71a55,108.92,Sports,Two-Day,2,2.6,Medium,1,2025-05-25,0
1f651e8a-8168-4cf7-8de8-a770d65d0c02,0.51,Sports,Two-Day,3,4.5,Small,1,2025-05-14,0
e4b108f4-cdf9-4350-85f0-e3f9d446afb9,17.53,Sports,Standard,3,4.3,Medium,1,2025-05-27,0
e1c82187-1569-431d-9622-667d70c947d1,79.57,Sports,Overnight,3,4.8,Large,0,2025-04-28,0
b099ca33-1d6f-46bf-91cf-4addef10b0c7,117.73,Sports,Overnight,8,3.1,Medium,0,2024-12-10,0
10ee03c1-b8c7-4a6d-867c-e790a3438c4f,105.54,Sports,Two-Day,3,4.4,Medium,0,2025-04-16,1
3ddce15c-a226-4469-9dc9-317d9223de07,25.39,Electronics,Overnight,4,2.1,Large,1,2024-08-28,0
63693922-9703-4808-8b22-673877d7a1e8,124.54,Home,Overnight,9,3.6,Large,0,2024-08-21,0
dbee2043-84dc-450f-b428-8dda7be0cc15,27.08,Sports,Overnight,5,3.7,Medium,1,2024-06-21,0
b670a848-64a9-4f90-a4f1-8e1b01f20064,39.36,Home,Overnight,5,4.1,Large,0,2025-05-27,0
1124be98-8edd-47ad-93f9-3b3881bb5226,137.24,Sports,Two-Day,4,4.7,Large,0,2024-08-12,1
3bf2b6b5-8629-4b28-9cad-468962e98e52,104.88,Beauty,Express,4,2.9,Small,1,2024-11-22,0
be7054a8-6fa3-4b7f-acb1-375e5fdde19b,189.2,Sports,Express,1,5,Large,1,2024-11-07,1
00acab84-6e50-4ef3-ac18-9c1cdd842817,107.18,Clothing,Express,2,1.7,Large,1,2024-09-02,0
6ee81cb2-eaf3-48c5-b54c-680778b9ffeb,84,Electronics,Standard,7,2.3,Medium,0,2024-09-15,0
cef219cb-84c0-4277-8fb6-3be96ec621d5,9.84,Beauty,Overnight,4,4.9,Large,0,2024-07-22,0
c3ab9337-ddd5-40e3-9114-20e284b22a12,45.84,Beauty,Two-Day,5,4.1,Medium,1,2024-11-30,0
79ef973b-93d1-4cbc-a13f-ed8e12576d64,30.82,Clothing,Two-Day,6,5,Small,0,2025-03-26,0
4bab99f7-09fa-4aa4-8acd-2255f86ba15f,27.97,Sports,Standard,6,4.8,Medium,1,2024-06-15,0
b208ee20-a667-4a1e-a8fe-1159488cec01,361.23,Electronics,Two-Day,6,4,Medium,0,2024-11-12,0
ed9ac8a5-48b0-4807-9f31-5f1611d94922,49.94,Beauty,Express,5,3.5,Small,0,2024-07-14,1
38fb97a7-9ba9-4bca-a0de-2a214707c554,222.61,Electronics,Standard,7,3.4,Small,1,2024-07-18,0
ec51a396-61e9-4b41-b4c5-5cb8e021224b,99.73,Beauty,Two-Day,7,4.4,Large,0,2025-02-04,0
61a13c8d-8202-4571-a443-cddd50dcf0b7,158.38,Sports,Standard,5,3.4,Medium,0,2025-02-28,1
